Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:00:06.627,114256.9,0.001,BTCUSDT
2025-09-30 00:00:06.627,114256.9,0.001,BTCUSDT
2025-09-30 00:00:06.627,114256.9,0.001,BTCUSDT
2025-09-30 00:00:06.627,114256.6,0.002,BTCUSDT
2025-09-30 00:00:06.627,114256.3,0.006,BTCUSDT
2025-09-30 00:00:06.627,114256.2,0.001,BTCUSDT
2025-09-30 00:00:06.627,114256.1,0.002,BTCUSDT
2025-09-30 00:00:06.627,114255.8,0.006,BTCUSDT
2025-09-30 00:00:06.627,114255.5,0.002,BTCUSDT
2025-09-30 00:00:06.627,114255.5,0.002,BTCUSDT
2025-09-30 00:00:06.627,114255.0,0.001,BTCUSDT
2025-09-30 00:00:06.627,114254.9,0.002,BTCUSDT
2025-09-30 00:00:06.627,114254.7,0.001,BTCUSDT
2025-09-30 00:00:06.627,114254.4,0.015,BTCUSDT
2025-09-30 00:00:06.627,114254.4,0.07,BTCUSDT
2025-09-30 00:00:06.627,114254.3,0.001,BTCUSDT
2025-09-30 00:00:06.627,114254.3,0.001,BTCUSDT
2025-09-30 00:00:06.627,114254.3,0.002,BTCUSDT
2025-09-30 00:00:06.627,114254.3,0.002,BTCUSDT
2025-09-30 00:00:06.627,114254.1,0.002,BTCUSDT
2025-09-30 00:00:06.627,114254.0,0.001,BTCUSDT
2025-09-30 00:00:06.627,114253.6,0.002,BTCUSDT
2025-09-30 00:00:06.627,114253.3,0.002,BTCUSDT
2025-09-30 00:00:06.627,114253.2,0.001,BTCUSDT
2025-09-30 00:00:06.627,114253.0,0.001,BTCUSDT
2025-09-30 00:00:06.627,114252.7,0.002,BTCUSDT
2025-09-30 00:00:06.627,114252.7,0.001,BTCUSDT
2025-09-30 00:00:06.627,114252.5,0.002,BTCUSDT
2025-09-30 00:00:06.627,114252.3,0.001,BTCUSDT
2025-09-30 00:00:06.627,114251.9,0.001,BTCUSDT
2025-09-30 00:00:06.627,114251.9,0.001,BTCUSDT
2025-09-30 00:00:06.627,114251.9,0.002,BTCUSDT
